id,width,length,height,weight
2633,445,131,187,22
2634,220,393,353,190
2635,41,157,31,314
2636,14,437,330,436
2637,445,466,392,604
2638,65,359,484,420
2639,498,158,415,545
2640,92,67,100,663
2641,338,15,450,930
2642,484,38,372,989
2643,396,308,223,490
2644,320,8,14,70
2645,171,494,349,183
2646,381,495,447,282
2647,416,99,206,973
2648,390,323,325,406
2649,311,424,36,359
2650,313,126,278,580
2651,389,423,52,517
2652,52,210,375,639
2653,180,162,244,814
2654,452,34,349,258
2655,338,145,338,511
2656,59,186,10,268
2657,419,415,263,71
2658,398,421,321,380
2659,211,257,224,114
2660,395,458,69,602
2661,144,373,430,444
2662,302,402,146,641
2663,317,146,413,177
2664,424,186,36,258
2665,34,162,212,669
2666,202,287,8,899
2667,276,324,455,487
2668,402,384,239,509
2669,142,355,469,882
2670,25,269,425,801
2671,267,123,482,278
2672,446,380,142,192
2673,436,98,349,200
2674,270,113,497,984
2675,189,459,315,745
2676,89,63,148,727
2677,245,428,344,166
2678,336,400,175,235
2679,309,255,383,724
2680,489,138,46,982
2681,433,194,205,473
2682,325,346,331,695
2683,125,103,417,308
2684,358,346,231,453
2685,206,426,432,222
2686,37,206,434,336
2687,220,479,38,452
2688,437,344,283,218
2689,500,130,314,90
2690,366,401,206,323
2691,58,215,91,863
2692,304,163,273,164
2693,303,86,161,869
2694,167,62,81,877
2695,245,20,251,135
2696,369,86,52,675
2697,231,269,238,324
2698,284,272,161,833
2699,322,451,338,368
2700,43,248,281,57
2701,343,72,485,874
2702,94,264,423,195
2703,75,70,290,713
2704,300,203,119,482
2705,428,285,342,48
2706,124,254,319,169
2707,108,100,193,764
2708,79,401,217,33
2709,56,324,371,952
2710,333,302,336,194
2711,231,356,295,121
2712,422,181,179,245
2713,289,354,170,820
2714,56,368,304,323
2715,458,49,296,637
2716,46,458,261,721
2717,459,346,216,992
2718,38,217,141,687
2719,212,277,362,358
2720,487,436,108,273
2721,413,307,3,972
2722,393,87,220,920
2723,123,398,97,518
2724,494,427,471,235
2725,262,17,406,801
2726,392,163,312,513
2727,217,404,378,37
2728,427,330,474,490
2729,238,86,472,431
2730,121,114,306,941
2731,389,432,222,904
2732,206,175,16,418
2733,326,35,370,892
2734,154,380,497,16
2735,369,349,99,655
2736,237,110,235,481
2737,281,288,106,508
2738,27,466,439,941
2739,49,498,461,853
2740,399,157,421,292
2741,315,43,434,119
2742,44,207,6,697
2743,195,97,41,363
2744,459,426,184,427
2745,327,447,80,187
2746,313,451,84,503
2747,372,451,331,700
2748,169,191,241,638
2749,96,364,222,814
2750,42,88,59,130
2751,113,44,365,699
2752,447,234,432,366
2753,225,193,437,216
2754,406,445,461,234
2755,306,58,330,75
2756,62,308,197,775
2757,22,332,469,902
2758,102,62,92,735
2759,434,159,150,1000
2760,72,12,17,232
2761,281,247,204,961
2762,419,308,444,958
2763,406,39,413,920
2764,52,286,388,474
2765,265,330,187,508
2766,69,134,310,661
2767,246,212,271,452
2768,296,246,72,555
2769,447,114,152,887
2770,314,230,192,35
2771,26,241,269,17
2772,166,130,49,582
2773,362,485,257,383
2774,430,82,126,755
2775,446,441,315,672
2776,186,265,44,410
2777,218,470,271,641
2778,435,434,36,78
2779,113,446,466,9
2780,244,84,187,526
2781,18,343,254,890
2782,150,299,131,506
2783,216,91,376,648
2784,472,339,46,117
2785,283,14,310,162
2786,354,172,335,276
2787,228,203,447,479
2788,91,71,413,2
2789,26,477,75,143
2790,61,51,440,142
2791,104,228,124,13
2792,338,309,498,921
2793,263,449,109,932
2794,386,227,56,218
2795,437,228,321,68
2796,153,245,192,31
2797,174,26,398,260
2798,267,125,344,642
2799,51,195,305,437
2800,19,247,376,825
2801,149,486,1,129
2802,72,471,127,561
2803,347,239,9,461
2804,149,358,339,281
2805,230,420,349,626
2806,236,281,378,794
2807,378,167,368,357
2808,473,292,256,541
2809,456,478,232,82
2810,222,296,74,464
2811,7,199,84,291
2812,219,5,141,76
2813,95,304,76,701
2814,168,392,122,257
2815,339,53,294,938
2816,416,258,378,719
2817,341,374,130,16
2818,5,402,273,117
2819,208,152,357,147
2820,388,386,45,245
2821,315,181,384,868
2822,363,240,158,390
2823,310,106,488,136
2824,215,431,116,292
2825,304,334,422,143
2826,359,360,79,725
2827,167,201,89,152
2828,116,51,449,62
2829,191,75,359,740
2830,372,477,418,243
2831,409,106,280,361
2832,132,173,129,734
2833,437,255,320,538
2834,171,321,201,912
2835,126,348,205,866
2836,337,207,139,416
2837,8,121,216,713
2838,437,43,154,520
2839,301,323,51,12
2840,269,410,395,487
2841,356,327,450,737
2842,276,131,170,984
2843,304,281,354,876
2844,399,222,484,264
2845,270,21,483,915
2846,339,434,377,506
2847,33,412,251,673
2848,498,334,307,435
2849,109,52,54,292
2850,249,110,312,977
2851,89,395,445,895
2852,477,73,484,775
2853,101,58,285,64
2854,336,14,118,202
2855,353,94,283,469
2856,492,191,345,739
2857,274,244,306,711
2858,134,165,382,715
2859,29,324,43,456
2860,409,47,81,348
2861,411,194,145,663
2862,466,470,489,109
2863,367,243,140,488
2864,13,143,87,604
2865,308,132,491,28
2866,475,133,136,995
2867,155,10,243,438
2868,229,388,60,883
2869,29,175,390,101
2870,359,450,412,782
2871,113,199,67,387
2872,494,42,115,106
2873,102,302,152,108
2874,50,28,466,865
2875,26,291,457,892
2876,222,460,291,898
2877,110,66,45,534
2878,45,206,422,532
2879,353,341,296,64
2880,404,42,209,590
2881,222,276,389,829
2882,119,357,172,80
2883,482,419,422,54
2884,450,216,340,162
2885,58,150,378,761
2886,499,135,197,842
2887,184,208,419,562
2888,12,110,452,39
2889,324,415,146,705
2890,282,232,53,587
2891,440,311,4,220
2892,39,410,378,865
2893,306,287,309,333
2894,484,7,382,420
2895,208,420,360,166
2896,222,264,229,854
2897,294,41,413,41
2898,114,30,257,128
2899,179,224,352,625
2900,391,279,280,862
2901,65,149,453,102
2902,485,199,79,916
2903,301,262,265,414
2904,408,495,138,633
2905,4,288,238,750
2906,497,24,443,863
2907,8,430,126,709
2908,332,335,289,688
2909,421,394,104,312
2910,378,148,256,564
2911,450,96,380,349
2912,411,390,238,488
2913,351,393,326,379
2914,329,110,139,614
2915,151,364,244,150
2916,256,165,240,8
2917,141,93,375,513
2918,374,163,10,462
2919,487,74,203,353
2920,167,329,109,794
2921,178,207,17,622
2922,242,347,380,664
2923,485,122,385,17
2924,331,258,148,336
2925,24,306,348,565
2926,500,19,159,989
2927,166,95,271,279
2928,493,213,156,955
2929,445,77,262,335
2930,491,479,498,737
2931,51,345,250,93
2932,374,169,195,282
2933,235,418,64,919
2934,285,56,315,21
2935,306,208,393,25
2936,23,88,155,206
2937,218,360,365,699
2938,98,164,226,476
2939,318,278,102,964
2940,57,422,13,924
2941,98,94,411,534
2942,7,365,242,724
2943,467,458,458,564
2944,351,443,467,309
2945,314,497,414,412
2946,198,484,435,176
2947,231,497,216,84
2948,41,289,205,798
2949,143,67,250,659
2950,68,414,41,89
2951,164,412,429,966
2952,27,470,434,319
2953,65,132,250,448
2954,241,486,122,895
2955,155,80,138,786
2956,214,13,478,147
2957,25,44,169,898
2958,367,6,89,372
2959,336,193,136,670
2960,58,171,301,660
2961,112,97,321,129
2962,199,93,382,551
2963,63,96,242,422
2964,499,225,392,752
2965,270,218,360,578
2966,360,386,281,777
2967,352,235,465,774
2968,273,436,116,843
2969,58,109,225,820
2970,354,281,239,552
2971,372,340,217,656
2972,222,161,38,134
2973,194,43,474,116
2974,427,322,258,879
2975,332,489,385,1
2976,90,287,194,336
2977,201,7,441,895
2978,426,7,372,919
2979,242,115,371,995
2980,18,268,289,500
2981,416,296,14,241
2982,95,163,155,551
2983,378,496,97,128
2984,204,373,116,737
2985,66,415,289,865
2986,299,235,429,443
2987,254,484,271,59
2988,366,73,465,635
2989,86,316,197,396
2990,407,499,479,134
2991,500,217,33,466
2992,299,35,309,536
2993,324,357,286,212
2994,136,268,470,544
2995,36,330,437,487
2996,349,418,63,851
2997,48,104,113,74
2998,308,148,365,806
2999,469,244,11,6
3000,306,96,439,964
3001,222,452,48,760
3002,473,486,405,662
3003,285,457,299,2
3004,368,420,37,645
3005,147,129,434,972
3006,277,100,333,146
3007,1,413,84,998
3008,487,22,115,485
3009,338,257,263,807
3010,303,352,102,64
3011,212,419,31,11
3012,133,147,305,540
3013,116,296,456,151
3014,10,64,385,501
3015,157,320,287,372
3016,399,398,449,146
3017,156,108,204,813
3018,59,86,214,111
3019,304,415,317,822
3020,356,292,214,155
3021,141,286,97,726
3022,137,407,486,296
3023,190,478,122,400
3024,222,37,51,735
3025,147,308,49,232
3026,171,465,36,491
3027,423,260,443,62
3028,82,195,465,2
3029,35,383,414,818
3030,149,387,224,469
3031,165,184,409,9
3032,142,153,404,27
3033,345,19,152,758
3034,351,28,406,318
3035,489,93,110,685
3036,420,464,205,587
3037,138,444,279,772
3038,440,298,433,185
3039,147,246,304,964
3040,83,12,258,779
3041,416,186,29,611
3042,339,494,121,33
3043,17,295,414,252
3044,166,108,455,486
3045,4,421,309,313
3046,163,130,318,971
3047,130,299,129,613
3048,205,333,272,976
3049,355,187,435,840
3050,1,16,181,795
3051,350,488,37,878
3052,462,418,252,372
3053,18,45,340,741
3054,176,210,406,299
3055,318,140,15,494
3056,64,444,420,311
3057,207,211,183,863
3058,37,246,221,745
3059,56,114,167,993
3060,107,301,261,346
3061,371,284,447,417
3062,323,443,197,569
3063,65,168,255,694
3064,385,410,257,712
3065,159,237,452,560
3066,356,345,312,966
3067,408,93,435,925
3068,160,116,204,415
3069,417,470,434,140
3070,10,276,393,954
3071,112,344,337,846
3072,460,346,294,114
3073,39,363,97,379
3074,337,221,308,819
3075,382,118,109,742
3076,426,323,499,835
3077,362,418,429,548
3078,195,366,358,582
3079,384,143,246,717
3080,154,476,295,89
3081,121,420,160,277
3082,187,268,144,777
3083,212,294,249,330
3084,206,479,117,106
3085,163,1,94,90
3086,7,25,27,391
3087,338,57,119,346
3088,234,214,54,560
3089,49,478,340,283
3090,478,16,116,405
3091,72,393,160,266
3092,285,335,148,696
3093,491,231,212,455
3094,354,374,69,483
3095,495,194,131,160
3096,82,156,380,596
3097,34,54,28,391
3098,201,473,456,253
3099,261,435,321,81
3100,350,387,170,403
3101,392,271,440,535
3102,335,312,114,280
3103,310,147,366,437
3104,15,269,111,124
3105,303,488,28,481
3106,274,300,376,594
3107,268,73,82,761
3108,349,305,173,457
3109,491,475,389,905
3110,363,123,468,528
3111,73,372,163,242
3112,387,344,129,771
3113,469,393,486,886
3114,321,425,11,546
3115,54,387,12,279
3116,189,113,140,266
3117,11,22,250,698
3118,106,371,230,65
3119,441,172,21,316
3120,387,280,83,564
3121,480,430,377,675
3122,141,178,447,869
3123,371,469,33,895
3124,331,367,17,100
3125,32,122,494,74
3126,274,126,357,613
3127,181,48,5,586
3128,206,123,455,785
3129,13,479,469,254
3130,21,319,122,387
3131,57,195,272,866
3132,442,119,186,685
3133,126,136,256,752
3134,127,253,149,409
3135,336,485,493,359
3136,228,205,237,20
3137,66,453,212,300
3138,381,152,353,442
3139,149,480,406,313
3140,305,257,154,759
3141,278,436,426,646
3142,460,99,448,695
3143,437,400,50,100
3144,373,160,145,606
3145,29,451,474,4
3146,391,162,494,697
3147,442,397,282,709
3148,115,199,121,897
3149,282,467,95,769
3150,368,38,338,107
3151,413,493,8,564
3152,215,185,305,179
3153,206,201,309,959
3154,219,41,396,465
3155,190,390,449,240
3156,174,98,367,214
3157,248,181,331,185
3158,442,99,500,915
3159,63,402,371,19
3160,351,278,28,513
3161,462,260,103,59
3162,139,160,202,70
3163,281,96,112,297
3164,467,314,321,164
3165,424,122,61,866
3166,481,474,269,384
3167,306,297,33,257
3168,34,497,164,922
3169,422,2,205,782
3170,315,32,337,69
3171,55,359,268,787
3172,168,280,64,941
3173,211,498,31,517
3174,174,292,272,56
3175,214,287,320,344
3176,30,49,416,267
3177,78,406,204,252
3178,145,335,85,30
3179,193,94,270,562
3180,470,359,440,988
3181,317,372,484,932
3182,49,401,43,811
3183,424,481,274,963
3184,463,181,359,795
3185,18,466,91,679
3186,47,191,396,784
3187,210,82,70,897
3188,17,395,206,342
3189,218,17,268,749
3190,482,49,260,510
3191,106,11,105,528
3192,277,399,447,1000
3193,180,362,299,134
3194,383,120,129,223
3195,348,176,373,162
3196,463,285,295,929
3197,447,163,306,990
3198,489,374,45,268
3199,198,388,394,692
3200,373,50,137,480
3201,169,291,324,566
3202,473,147,164,47
3203,184,134,233,892
3204,115,481,19,831
3205,147,325,447,213
3206,305,159,157,668
3207,396,18,86,279
3208,207,497,437,677
3209,491,478,155,890
3210,155,307,34,208
3211,209,93,203,689
3212,244,334,137,425
3213,305,407,262,866
3214,248,129,314,122
3215,407,319,410,329
3216,206,69,437,63
3217,255,139,498,395
3218,348,119,299,673
3219,254,77,17,840
3220,458,201,267,141
3221,415,418,363,758
3222,29,94,462,777
3223,261,218,315,987
3224,143,102,267,620
3225,139,124,221,3
3226,52,90,424,366
3227,98,168,189,242
3228,211,330,96,157
3229,27,99,97,336
3230,300,171,174,227
3231,161,499,353,4
3232,231,74,110,336
3233,18,71,107,180
3234,73,286,301,524
3235,361,341,26,181
3236,438,63,272,903
3237,58,297,93,799
3238,330,286,164,950
3239,398,156,187,164
3240,443,488,113,359
3241,286,419,202,283
3242,416,346,168,487
3243,224,218,374,954
3244,207,459,85,950
3245,354,221,217,454
3246,428,49,136,499
3247,206,340,300,500
3248,360,117,312,688
3249,55,101,454,359
3250,426,360,322,789
3251,485,344,39,890
3252,105,445,99,567
3253,222,272,475,652
3254,224,327,121,527
3255,328,469,94,982
3256,238,70,176,539
3257,118,255,43,336
3258,273,311,498,403
3259,323,206,367,332
3260,471,352,187,532
3261,371,89,477,606
3262,456,298,321,410
3263,147,244,321,473
3264,359,32,408,851
3265,373,107,333,588
3266,113,326,386,987
3267,493,64,110,36
3268,404,193,285,764
3269,199,222,327,602
3270,460,396,330,451
3271,154,431,354,34
3272,484,265,295,42
3273,196,426,134,170
3274,223,360,93,888
3275,346,162,369,220
3276,487,125,479,419
3277,14,212,233,114
3278,38,482,95,564
3279,412,390,175,306
3280,46,157,451,601
3281,92,400,470,300
3282,131,201,78,506
3283,480,367,23,2
3284,415,286,141,205
3285,477,238,32,260
3286,357,174,64,706
3287,344,44,458,90
3288,10,43,55,483
3289,32,129,145,786
3290,370,255,490,850
3291,12,412,346,862
3292,135,375,88,620
3293,365,360,69,575
3294,373,426,114,162
3295,63,24,250,865
3296,312,165,143,989
3297,320,17,476,785
3298,87,340,44,340
3299,4,166,19,399
3300,483,213,310,752
3301,268,162,234,75
3302,259,200,234,534
3303,39,170,111,100
3304,478,71,59,488
3305,183,83,163,669
3306,307,372,73,77
3307,408,418,222,657
3308,424,263,214,420
3309,45,293,409,396
3310,386,248,41,462
3311,341,145,461,451
3312,321,421,68,840
3313,443,206,403,352
3314,172,3,425,842
3315,382,103,330,375
3316,94,75,420,770
3317,489,416,18,257
3318,137,400,81,958
3319,494,314,168,171
3320,349,291,72,743
3321,433,126,308,886
3322,373,237,423,292
3323,345,86,384,781
3324,42,113,490,188
3325,461,216,371,517
3326,237,23,342,971
3327,447,78,325,507
3328,159,56,411,913
3329,150,258,380,69
3330,229,487,64,408
3331,422,224,145,711
3332,272,269,218,544
3333,151,36,488,570
3334,145,83,375,351
3335,66,483,454,983
3336,172,305,424,972
3337,486,229,342,560
3338,33,48,312,884
3339,463,188,185,173
3340,327,307,297,120
3341,342,130,10,492
3342,340,316,437,278
3343,103,339,180,483
3344,202,491,254,572
3345,218,210,399,227
3346,90,352,161,790
3347,500,407,326,124
3348,404,219,141,959
3349,163,240,41,10
3350,411,254,48,283
3351,180,65,224,539
3352,43,61,484,250
3353,202,242,25,180
3354,165,360,176,878
3355,372,204,160,344
3356,148,70,290,534
3357,309,76,306,663
3358,169,148,5,521
3359,71,158,204,613
3360,291,248,97,553
3361,182,152,38,848
3362,77,69,414,398
3363,414,229,383,534
3364,147,296,289,325
3365,129,59,482,218
3366,245,411,490,465
3367,199,88,215,313
3368,323,31,241,815
3369,394,457,236,260
3370,464,189,152,790
3371,448,491,12,4
3372,159,254,343,106
3373,112,341,321,213
3374,336,163,333,951
3375,398,176,464,80
3376,382,487,461,118
3377,443,489,89,925
3378,10,109,488,312
3379,484,152,483,901
3380,338,385,226,20
3381,278,60,317,768
3382,339,66,220,574
3383,259,272,154,95
3384,258,348,456,829
3385,74,184,411,709
3386,46,465,486,454
3387,113,477,431,738
3388,132,155,40,549
3389,176,322,78,651
3390,162,247,263,779
3391,449,333,399,307
3392,75,297,129,616
3393,7,59,40,903
3394,47,348,204,465
3395,135,486,247,135
3396,293,20,143,807
3397,132,46,417,226
3398,19,321,274,193
3399,381,6,335,14
3400,222,155,261,356
3401,358,13,145,560
3402,78,314,465,442
3403,107,172,465,256
3404,449,314,17,958
3405,113,350,262,633
3406,315,307,417,365
3407,444,417,398,296
3408,397,125,423,360
3409,458,472,425,319
3410,36,24,178,36
3411,105,267,493,184
3412,296,411,262,293
3413,277,213,41,544
3414,413,244,22,291
3415,455,2,217,788
3416,371,499,218,571
3417,481,350,384,529
3418,178,56,104,276
3419,91,342,493,654
3420,431,183,69,187
3421,172,359,272,8
3422,148,264,288,50
3423,12,127,500,827
3424,339,158,21,976
3425,439,74,388,549
3426,108,366,467,179
3427,300,327,148,79
3428,245,134,193,696
3429,202,90,328,511
3430,328,249,337,793
3431,289,190,217,450
3432,211,500,160,411
3433,315,415,91,778
3434,200,261,462,743
3435,7,384,147,52
3436,260,419,226,206
3437,475,330,238,265
3438,479,96,213,980
3439,274,272,356,701
3440,115,150,61,702
3441,20,319,275,658
3442,332,254,336,772
3443,223,105,314,688
3444,147,249,118,327
3445,222,184,172,79
3446,394,133,30,489
3447,418,78,41,78
3448,203,246,116,253
3449,432,87,175,736
3450,37,99,460,676
3451,189,361,305,8
3452,478,103,346,715
3453,73,66,155,345
3454,356,253,466,186
3455,315,451,204,756
3456,359,400,387,317
3457,228,492,168,273
3458,125,156,86,512
3459,147,221,132,843
3460,35,229,412,959
3461,459,29,101,525
3462,483,327,454,84
3463,175,206,151,133
3464,253,420,448,959
3465,26,136,98,154
3466,230,70,316,450
3467,408,444,395,650
3468,17,325,260,994
3469,191,249,100,103
3470,20,215,309,250
3471,449,65,30,827
3472,116,299,217,589
3473,450,184,424,397
3474,76,351,318,11
3475,287,119,116,165
3476,167,279,151,35
3477,22,219,483,404
3478,261,69,99,803
3479,372,363,32,666
3480,500,36,63,403
3481,51,65,35,790
3482,56,98,328,723
3483,499,379,178,613
3484,458,49,431,602
3485,129,139,247,437
3486,285,240,59,936
3487,346,458,167,995
3488,145,242,317,409
3489,420,52,63,738
3490,7,85,20,392
3491,129,416,34,925
3492,189,461,33,264
3493,399,493,477,117
3494,36,60,459,985
3495,253,29,332,972
3496,364,134,59,172
3497,273,326,104,640
3498,390,403,414,954
3499,110,423,104,228
3500,67,162,243,96
3501,430,325,128,397
3502,357,8,252,873
3503,393,387,418,407
3504,331,316,357,216
3505,488,465,369,985
3506,249,327,457,781
3507,321,179,488,855
3508,352,301,434,343
3509,472,307,49,40
3510,445,8,264,242
3511,70,491,103,19
3512,121,237,327,60
3513,376,402,17,273
3514,413,280,102,318
3515,439,445,288,232
3516,63,466,261,93
3517,297,135,280,937
3518,68,138,305,663
3519,490,241,445,103
3520,438,449,456,600
3521,304,334,367,636
3522,434,138,99,468
3523,475,371,454,900
3524,409,47,400,236
3525,399,6,489,882
3526,129,310,449,936
3527,366,213,21,930
3528,121,83,324,472
3529,302,370,191,546
3530,396,191,448,355
3531,412,479,22,799
3532,377,75,440,131
3533,46,492,354,575
3534,325,52,164,511
3535,157,327,44,72
3536,96,68,235,777
3537,217,282,433,989
3538,324,407,349,429
3539,458,492,484,137
3540,257,275,449,858
3541,391,78,24,797
3542,214,397,490,144
3543,323,469,124,680
3544,401,282,458,188
3545,456,408,181,544
3546,452,199,80,188
3547,29,355,283,380
3548,303,195,230,82
3549,85,442,158,765
3550,7,405,162,59
3551,203,275,320,743
3552,96,416,317,459
3553,146,407,58,884
3554,98,97,34,603
3555,124,403,220,729
3556,49,442,329,133
3557,393,439,113,750
3558,12,341,342,729
3559,334,65,285,593
3560,327,407,173,501
3561,218,430,72,339
3562,312,273,65,352
3563,57,181,371,988
3564,400,126,394,802
3565,206,1,264,255
3566,113,331,165,288
3567,447,164,324,107
3568,53,496,454,457
3569,342,151,44,307
3570,476,121,415,418
3571,269,64,498,619
3572,90,287,464,754
3573,238,304,399,804
3574,278,140,152,202
3575,191,74,28,894
3576,428,438,199,535
3577,479,77,473,774
3578,312,131,54,426
3579,324,441,102,107
3580,389,123,135,808
3581,128,15,486,816
3582,284,438,394,983
3583,304,490,417,41
3584,125,282,404,615
3585,369,24,433,691
3586,198,114,435,612
3587,362,337,241,163
3588,243,69,277,579
3589,451,453,334,715
3590,218,265,488,747
3591,312,348,187,897
3592,183,216,244,173
3593,476,192,107,997
3594,18,27,33,101
3595,37,335,408,254
3596,358,221,280,86
3597,272,198,242,414
3598,190,182,461,840
3599,66,401,79,213
3600,431,440,198,498
3601,413,211,112,385
3602,376,186,489,897
3603,422,36,397,45
3604,49,139,451,315
3605,58,238,319,333
3606,474,313,71,574
3607,413,103,409,359
3608,496,50,286,618
3609,75,179,296,535
3610,97,178,485,56
3611,130,498,113,295
3612,250,43,72,278
3613,378,119,418,500
3614,86,144,306,888
3615,414,439,339,41
3616,387,421,105,892
3617,124,21,218,827
3618,489,172,290,262
3619,66,320,470,939
3620,290,195,2,461
3621,383,429,483,947
3622,295,106,259,206
3623,242,365,63,678
3624,348,466,179,933
3625,212,402,307,98
3626,438,106,251,602
3627,137,53,370,545
3628,302,364,342,354
3629,331,424,42,160
3630,375,489,27,545
3631,403,290,401,711
3632,186,487,477,625
3633,136,39,270,198
3634,454,20,384,694
3635,119,65,412,659
3636,111,371,496,5
3637,134,138,191,735
3638,91,217,48,197
3639,392,175,321,627
3640,380,161,187,178
3641,203,285,202,907
3642,39,297,273,50
3643,398,232,335,728
3644,309,48,276,311
3645,427,219,25,529
3646,108,349,317,401
3647,162,339,316,619
3648,179,5,432,805
3649,165,155,162,912
3650,84,283,475,786
3651,482,60,11,623
3652,448,43,376,675
3653,364,124,415,178
3654,442,473,424,87
3655,84,383,384,329
3656,37,159,379,491
3657,110,75,216,417
3658,403,124,443,632
3659,17,221,387,861
3660,13,335,375,673
3661,70,60,249,544
3662,94,369,226,149
3663,317,280,53,105
3664,31,93,265,36
3665,427,29,210,994
3666,499,259,479,617
3667,327,246,301,935
3668,71,420,114,876
3669,10,196,177,74
3670,100,470,462,645
3671,38,362,60,239
3672,162,344,208,92
3673,139,172,390,521
3674,451,119,41,887
3675,97,257,497,919
3676,24,277,217,238
3677,229,395,352,680
3678,344,436,77,883
3679,35,497,324,241
3680,194,335,458,707
3681,433,350,157,637
3682,89,483,252,8
3683,382,355,412,552
3684,500,72,270,376
3685,140,155,242,710
3686,137,150,465,7
3687,457,336,481,722
3688,460,312,226,752
3689,72,96,428,311
3690,400,264,308,400
3691,314,414,320,442
3692,169,447,500,838
3693,218,360,381,95
3694,252,169,321,910
3695,34,125,220,375
3696,197,234,341,511
3697,111,7,77,689
3698,147,391,44,800
3699,394,482,498,510
3700,176,233,171,349
3701,333,379,78,804
3702,437,154,385,863
3703,468,282,413,821
3704,245,129,443,652
3705,488,191,298,15
3706,137,455,329,687
3707,261,163,1,485
3708,68,39,241,66
3709,51,473,224,138
3710,7,425,141,727
3711,334,16,218,816
3712,312,150,348,786
3713,303,368,230,871
3714,438,444,96,879
3715,310,190,454,359
3716,32,331,403,260
3717,244,83,282,340
3718,373,310,120,850
3719,481,46,240,634
3720,461,80,197,733
3721,256,4,389,519
3722,270,21,176,747
3723,349,403,321,528
3724,444,196,217,378
3725,35,146,481,162
3726,362,223,295,977
3727,77,388,237,522
3728,158,22,21,304
3729,14,29,192,546
3730,236,28,262,518
3731,78,120,44,823
3732,394,462,305,954
3733,385,74,199,619
3734,106,42,280,668
3735,257,101,299,647
3736,18,360,416,369
3737,472,267,396,714
3738,314,137,469,834
3739,78,256,35,377
3740,402,76,330,370
3741,77,434,309,166
3742,17,265,350,701
3743,237,213,11,551
3744,67,439,352,21
3745,233,43,186,398
3746,140,260,336,51
3747,355,295,388,679
3748,234,338,155,851
3749,498,251,31,627
3750,418,346,35,96
3751,424,299,115,307
3752,174,204,389,228
3753,140,461,77,262
3754,347,445,218,445
3755,66,191,430,386
3756,74,194,458,215
3757,301,198,329,198
3758,228,29,194,755
3759,288,163,269,616
3760,341,237,428,691
3761,421,240,263,907
3762,118,203,114,182
3763,278,336,201,293
3764,98,465,262,77
3765,406,397,453,464
3766,310,260,234,511
3767,306,37,193,221
3768,155,183,448,414
3769,256,259,193,653
3770,475,483,284,344
3771,13,213,28,14
3772,165,62,99,488
3773,443,479,496,152
3774,307,23,245,47
3775,309,68,266,449
3776,88,275,191,949
3777,36,143,247,947
3778,90,319,449,474
3779,363,53,293,736
3780,205,416,378,742
3781,283,342,284,360
3782,306,358,222,131
3783,471,225,14,310
3784,338,163,131,979
3785,441,365,329,482
3786,479,433,185,271
3787,406,128,187,944
3788,467,382,28,929
3789,87,205,62,987
3790,101,429,500,620
3791,80,389,370,982
3792,251,371,393,976
3793,262,344,142,626
3794,203,318,350,626
3795,266,184,457,460
3796,248,40,407,359
3797,311,115,439,295
3798,94,233,490,85
3799,2,480,114,477
3800,438,403,434,629
3801,48,291,241,635
3802,285,197,417,25
3803,467,426,358,459
3804,86,232,490,825
3805,62,253,411,437
3806,217,44,273,579
3807,57,267,321,823
3808,350,471,439,511
3809,149,260,99,42
3810,162,40,125,261
3811,453,289,333,363
3812,59,447,199,429
3813,281,440,164,483
3814,186,347,183,734
3815,343,92,474,576
3816,423,469,200,193
3817,356,312,85,228
3818,497,257,281,9
3819,293,177,231,1000
3820,255,17,189,165
3821,463,27,269,916
3822,231,215,11,818
3823,298,39,36,787
3824,186,343,275,397
3825,134,389,363,995
3826,143,122,344,41
3827,262,163,387,290
3828,97,458,256,312
3829,27,323,374,938
3830,322,51,134,660
3831,221,131,304,669
3832,220,142,134,806
3833,339,115,460,723
3834,370,455,53,639
3835,172,310,463,561
3836,75,37,228,609
3837,317,399,129,676
3838,494,369,495,599
3839,17,324,283,421
3840,288,313,22,169
3841,131,442,44,482
3842,113,433,24,131
3843,236,30,454,720
3844,209,155,196,431
3845,53,206,441,365
3846,126,212,249,794
3847,292,388,342,921
3848,479,50,122,43
3849,447,468,121,902
3850,122,169,203,338
3851,20,317,343,719
3852,52,268,467,548
3853,272,202,345,295
3854,22,454,331,690
3855,97,8,424,96
3856,300,23,302,934
3857,9,445,44,357
3858,192,28,328,421
3859,410,434,332,929
3860,234,271,90,867
3861,139,122,13,939
3862,198,392,429,440
3863,37,333,470,430
3864,19,11,2,461
3865,345,333,270,414
3866,421,402,488,649
3867,435,468,398,162
3868,108,280,35,158
3869,20,82,60,74
3870,57,87,233,868
3871,386,405,121,362
3872,264,168,275,741
3873,165,93,487,619
3874,266,214,430,270
3875,49,239,215,69
3876,374,337,250,512
3877,212,67,402,705
3878,411,459,299,988
3879,472,17,1,941
3880,11,66,82,451
3881,158,101,40,704
3882,339,424,366,369
3883,393,86,188,680
3884,397,344,440,195
3885,227,17,407,815
3886,354,453,29,28
3887,455,345,245,62
3888,407,51,139,474
3889,200,346,493,66
3890,17,476,51,136
3891,165,151,72,546
3892,256,373,302,578
3893,63,67,17,811
3894,323,214,279,179
3895,207,294,58,826
3896,242,9,134,745
3897,250,306,174,340
3898,248,186,170,949
3899,194,153,188,400
3900,457,176,296,826
3901,355,147,225,390
3902,343,150,342,163
3903,180,282,261,184
